ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default payment next month
28.0,50000.0,2.0,3.0,2.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,22541.0,16138.0,17163.0,17878.0,18931.0,19617.0,1300.0,1300.0,1000.0,1500.0,1000.0,1012.0,0.0
29.0,50000.0,2.0,3.0,1.0,47.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,650.0,3415.0,3416.0,2040.0,30430.0,257.0,3415.0,3421.0,2044.0,30430.0,257.0,0.0,0.0
30.0,50000.0,1.0,1.0,2.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,15329.0,16575.0,17496.0,17907.0,18375.0,11400.0,1500.0,1500.0,1000.0,1000.0,1600.0,0.0,0.0
31.0,230000.0,2.0,1.0,2.0,27.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,16646.0,17265.0,13266.0,15339.0,14307.0,36923.0,17270.0,13281.0,15339.0,14307.0,37292.0,0.0,0.0
32.0,50000.0,1.0,2.0,2.0,33.0,2.0,0.0,0.0,0.0,0.0,0.0,30518.0,29618.0,22102.0,22734.0,23217.0,23680.0,1718.0,1500.0,1000.0,1000.0,1000.0,716.0,1.0
33.0,100000.0,1.0,1.0,2.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,93036.0,84071.0,82880.0,80958.0,78703.0,75589.0,3023.0,3511.0,3302.0,3204.0,3200.0,2504.0,0.0
34.0,500000.0,2.0,2.0,1.0,54.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,10929.0,4152.0,22722.0,7521.0,71439.0,8981.0,4152.0,22827.0,7521.0,71439.0,981.0,51582.0,0.0
35.0,500000.0,1.0,1.0,1.0,58.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,13709.0,5006.0,31130.0,3180.0,0.0,5293.0,5006.0,31178.0,3180.0,0.0,5293.0,768.0,0.0
36.0,160000.0,1.0,1.0,2.0,30.0,-1.0,-1.0,-2.0,-2.0,-2.0,-1.0,30265.0,-131.0,-527.0,-923.0,-1488.0,-1884.0,131.0,396.0,396.0,565.0,792.0,0.0,0.0
37.0,280000.0,1.0,2.0,1.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,186503.0,181328.0,180422.0,170410.0,173901.0,177413.0,8026.0,8060.0,6300.0,6400.0,6400.0,6737.0,0.0
38.0,60000.0,2.0,2.0,2.0,22.0,0.0,0.0,0.0,0.0,0.0,-1.0,15054.0,9806.0,11068.0,6026.0,-28335.0,18660.0,1500.0,1518.0,2043.0,0.0,47671.0,617.0,0.0
39.0,50000.0,1.0,1.0,2.0,25.0,1.0,-1.0,-1.0,-2.0,-2.0,-2.0,0.0,780.0,0.0,0.0,0.0,0.0,780.0,0.0,0.0,0.0,0.0,0.0,1.0
40.0,280000.0,1.0,1.0,2.0,31.0,-1.0,-1.0,2.0,-1.0,0.0,-1.0,498.0,9075.0,4641.0,9976.0,17976.0,9477.0,9075.0,0.0,9976.0,8000.0,9525.0,781.0,0.0
41.0,360000.0,1.0,1.0,2.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,218668.0,221296.0,206895.0,628699.0,195969.0,179224.0,10000.0,7000.0,6000.0,188840.0,28000.0,4000.0,0.0
42.0,70000.0,2.0,1.0,2.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,67521.0,66999.0,63949.0,63699.0,64718.0,65970.0,3000.0,4500.0,4042.0,2500.0,2800.0,2500.0,0.0
43.0,10000.0,1.0,2.0,2.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1877.0,3184.0,6003.0,3576.0,3670.0,4451.0,1500.0,2927.0,1000.0,300.0,1000.0,500.0,0.0
44.0,140000.0,2.0,2.0,1.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,59504.0,61544.0,62925.0,64280.0,67079.0,69802.0,3000.0,3000.0,3000.0,4000.0,4000.0,3000.0,0.0
45.0,40000.0,2.0,1.0,2.0,30.0,0.0,0.0,0.0,2.0,0.0,0.0,18927.0,21295.0,25921.0,25209.0,26636.0,29197.0,3000.0,5000.0,0.0,2000.0,3000.0,0.0,0.0
46.0,210000.0,1.0,1.0,2.0,29.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
47.0,20000.0,2.0,1.0,2.0,22.0,0.0,0.0,2.0,-1.0,0.0,0.0,14028.0,16484.0,15800.0,16341.0,16675.0,0.0,3000.0,0.0,16741.0,334.0,0.0,0.0,1.0
48.0,150000.0,2.0,5.0,2.0,46.0,0.0,0.0,-1.0,0.0,0.0,-2.0,4463.0,3034.0,1170.0,1170.0,0.0,0.0,1013.0,1170.0,0.0,0.0,0.0,0.0,1.0
49.0,380000.0,1.0,2.0,2.0,32.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,22401.0,21540.0,15134.0,32018.0,11849.0,11873.0,21540.0,15138.0,24677.0,11851.0,11875.0,8251.0,0.0
50.0,20000.0,1.0,1.0,2.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,17447.0,18479.0,19476.0,19865.0,20480.0,20063.0,1318.0,1315.0,704.0,928.0,912.0,1069.0,0.0
51.0,70000.0,1.0,3.0,2.0,42.0,1.0,2.0,2.0,2.0,2.0,0.0,37042.0,36171.0,38355.0,39423.0,38659.0,39362.0,0.0,3100.0,2000.0,0.0,1500.0,1500.0,1.0
52.0,100000.0,2.0,3.0,3.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,61559.0,51163.0,43824.0,39619.0,35762.0,33258.0,2000.0,1606.0,1500.0,2000.0,1500.0,1000.0,0.0
53.0,310000.0,2.0,2.0,1.0,49.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,13465.0,7867.0,7600.0,11185.0,3544.0,464.0,7875.0,7600.0,11185.0,3544.0,464.0,0.0,0.0
54.0,180000.0,2.0,1.0,2.0,25.0,1.0,2.0,0.0,0.0,0.0,0.0,41402.0,41742.0,42758.0,43510.0,44420.0,45319.0,1300.0,2010.0,1762.0,1762.0,1790.0,1622.0,0.0
55.0,150000.0,2.0,1.0,2.0,29.0,2.0,0.0,0.0,0.0,0.0,0.0,46224.0,34993.0,31434.0,26518.0,21042.0,16540.0,1600.0,1718.0,1049.0,1500.0,2000.0,5000.0,0.0
56.0,500000.0,2.0,1.0,1.0,45.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1905.0,3640.0,162.0,0.0,151.0,2530.0,3640.0,162.0,0.0,151.0,2530.0,0.0,0.0
57.0,180000.0,2.0,3.0,1.0,34.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,16386.0,15793.0,8441.0,7142.0,-679.0,8321.0,8500.0,1500.0,7500.0,679.0,9000.0,2000.0,0.0
58.0,180000.0,2.0,2.0,1.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,175886.0,173440.0,172308.0,168608.0,132202.0,129918.0,8083.0,7296.0,5253.0,4814.0,4816.0,3800.0,0.0
59.0,200000.0,2.0,1.0,2.0,34.0,-1.0,3.0,2.0,2.0,2.0,2.0,1587.0,1098.0,782.0,1166.0,700.0,1414.0,0.0,0.0,700.0,0.0,1200.0,0.0,0.0
60.0,400000.0,2.0,2.0,1.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,400134.0,398857.0,404205.0,360199.0,356656.0,364089.0,17000.0,15029.0,30000.0,12000.0,12000.0,23000.0,0.0
61.0,500000.0,2.0,3.0,1.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,22848.0,23638.0,18878.0,14937.0,13827.0,15571.0,1516.0,1300.0,1000.0,1000.0,2000.0,2000.0,1.0
62.0,70000.0,1.0,2.0,1.0,39.0,0.0,0.0,0.0,0.0,0.0,-1.0,70800.0,72060.0,69938.0,16518.0,14096.0,830.0,4025.0,2095.0,1000.0,2000.0,3000.0,0.0,0.0
63.0,50000.0,1.0,1.0,2.0,29.0,2.0,2.0,2.0,2.0,2.0,2.0,24987.0,24300.0,26591.0,25865.0,27667.0,28264.0,0.0,2700.0,0.0,2225.0,1200.0,0.0,1.0
64.0,50000.0,2.0,2.0,1.0,46.0,0.0,0.0,0.0,-2.0,-2.0,-2.0,28718.0,29166.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,1.0
65.0,130000.0,2.0,2.0,1.0,51.0,-1.0,-1.0,-2.0,-2.0,-1.0,-1.0,99.0,0.0,0.0,0.0,2353.0,0.0,0.0,0.0,0.0,2353.0,0.0,0.0,0.0
66.0,200000.0,1.0,1.0,1.0,57.0,-2.0,-2.0,-2.0,-1.0,2.0,2.0,152519.0,148751.0,144076.0,8174.0,8198.0,7918.0,0.0,0.0,8222.0,300.0,0.0,1000.0,1.0
67.0,10000.0,1.0,2.0,1.0,56.0,2.0,2.0,2.0,0.0,0.0,0.0,2097.0,4193.0,3978.0,4062.0,4196.0,4326.0,2300.0,0.0,150.0,200.0,200.0,160.0,1.0
68.0,210000.0,2.0,1.0,2.0,30.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,300.0,300.0,1159.0,2280.0,300.0,4250.0,300.0,1159.0,2280.0,300.0,4250.0,909.0,0.0
69.0,130000.0,2.0,3.0,2.0,29.0,1.0,-2.0,-2.0,-1.0,2.0,-1.0,-190.0,-9850.0,-9850.0,10311.0,10161.0,7319.0,0.0,0.0,20161.0,0.0,7319.0,13899.0,0.0
70.0,20000.0,1.0,5.0,2.0,22.0,2.0,0.0,0.0,0.0,0.0,0.0,18565.0,17204.0,17285.0,18085.0,11205.0,5982.0,0.0,1200.0,1000.0,500.0,1000.0,0.0,0.0
71.0,80000.0,1.0,1.0,2.0,31.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,780.0,0.0,390.0,390.0,390.0,390.0,0.0,390.0,390.0,390.0,390.0,390.0,0.0
72.0,320000.0,1.0,2.0,2.0,29.0,2.0,2.0,2.0,2.0,2.0,2.0,58267.0,59246.0,60184.0,58622.0,62307.0,63526.0,2500.0,2500.0,0.0,4800.0,2400.0,1600.0,1.0
73.0,200000.0,2.0,2.0,1.0,32.0,-1.0,-1.0,-1.0,-1.0,2.0,-1.0,9076.0,5787.0,-684.0,5247.0,3848.0,3151.0,5818.0,15.0,9102.0,17.0,3165.0,1395.0,0.0
74.0,290000.0,2.0,1.0,2.0,37.0,1.0,-2.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,3155.0,0.0,2359.0,0.0,0.0,3155.0,0.0,2359.0,0.0,0.0,0.0
75.0,340000.0,1.0,1.0,2.0,32.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3048.0,5550.0,23337.0,4291.0,80153.0,25820.0,5713.0,23453.0,4314.0,80552.0,25949.0,2016.0,0.0
76.0,20000.0,1.0,2.0,2.0,24.0,0.0,0.0,2.0,0.0,0.0,0.0,14619.0,17216.0,16642.0,16976.0,17332.0,18543.0,2850.0,0.0,610.0,630.0,1500.0,0.0,0.0
77.0,50000.0,1.0,3.0,2.0,25.0,-1.0,0.0,0.0,0.0,0.0,0.0,42838.0,37225.0,36087.0,9636.0,9590.0,10030.0,1759.0,1779.0,320.0,500.0,1000.0,1000.0,0.0
78.0,300000.0,2.0,1.0,1.0,45.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,291.0,291.0,291.0,291.0,291.0,291.0,291.0,291.0,291.0,291.0,291.0,291.0,0.0
79.0,30000.0,2.0,2.0,2.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,28387.0,29612.0,30326.0,28004.0,26446.0,6411.0,1686.0,1400.0,560.0,3000.0,1765.0,0.0,1.0
80.0,240000.0,2.0,2.0,2.0,44.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
81.0,470000.0,2.0,3.0,3.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,165254.0,157784.0,162702.0,69923.0,29271.0,29889.0,6400.0,7566.0,3000.0,960.0,1000.0,3000.0,0.0
82.0,360000.0,2.0,1.0,2.0,26.0,0.0,0.0,0.0,0.0,0.0,-1.0,23411.0,27796.0,30400.0,33100.0,180000.0,196.0,4796.0,3400.0,3100.0,146900.0,196.0,2963.0,0.0
83.0,60000.0,1.0,3.0,2.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,26324.0,27471.0,28108.0,21993.0,19899.0,19771.0,1576.0,1213.0,648.0,768.0,1140.0,0.0,1.0
84.0,400000.0,2.0,2.0,1.0,44.0,0.0,0.0,2.0,0.0,0.0,0.0,131595.0,139060.0,126819.0,104430.0,104990.0,94058.0,10700.0,3.0,3050.0,3000.0,3200.0,2800.0,0.0
85.0,50000.0,2.0,3.0,2.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,48909.0,47863.0,21489.0,20414.0,19342.0,19482.0,1676.0,1302.0,700.0,699.0,849.0,826.0,0.0
86.0,160000.0,1.0,2.0,2.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,130028.0,107808.0,71934.0,118418.0,118407.0,120418.0,4400.0,3547.0,80000.0,4500.0,4800.0,4500.0,0.0
87.0,360000.0,2.0,1.0,1.0,45.0,-1.0,-1.0,2.0,0.0,-1.0,-1.0,390.0,1170.0,780.0,390.0,390.0,390.0,1170.0,0.0,0.0,390.0,390.0,390.0,1.0
88.0,160000.0,2.0,2.0,2.0,32.0,0.0,0.0,0.0,0.0,0.0,-1.0,3826.0,4751.0,6604.0,8604.0,7072.0,766.0,1147.0,2000.0,2000.0,0.0,766.0,2303.0,0.0
89.0,130000.0,2.0,1.0,1.0,35.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,81313.0,117866.0,17740.0,1330.0,7095.0,1190.0,40000.0,5000.0,1330.0,7095.0,1190.0,2090.0,0.0
90.0,20000.0,1.0,3.0,2.0,44.0,2.0,2.0,0.0,0.0,0.0,2.0,8583.0,8303.0,9651.0,10488.0,12314.0,11970.0,0.0,1651.0,1000.0,2000.0,0.0,1500.0,0.0
91.0,200000.0,1.0,1.0,1.0,53.0,2.0,2.0,2.0,2.0,2.0,2.0,138180.0,140774.0,142460.0,144098.0,147124.0,149531.0,6300.0,5500.0,5500.0,5500.0,5000.0,5000.0,1.0
92.0,280000.0,2.0,1.0,2.0,39.0,-1.0,-1.0,-1.0,0.0,0.0,-2.0,7524.0,0.0,3968.0,3868.0,0.0,0.0,0.0,3968.0,0.0,0.0,0.0,0.0,0.0
93.0,100000.0,2.0,1.0,2.0,27.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2000.0,5555.0,0.0,0.0,0.0,0.0,7555.0,0.0,0.0,0.0,0.0,0.0,0.0
94.0,160000.0,2.0,2.0,1.0,37.0,-1.0,-1.0,-1.0,-1.0,-1.0,-2.0,880.0,1602.0,840.0,840.0,0.0,0.0,1602.0,840.0,840.0,0.0,0.0,7736.0,0.0
95.0,60000.0,2.0,2.0,2.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,45648.0,46850.0,47214.0,19595.0,19209.0,19323.0,1937.0,1301.0,682.0,690.0,816.0,835.0,0.0
96.0,90000.0,1.0,2.0,2.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,83725.0,85996.0,87653.0,35565.0,30942.0,30835.0,3621.0,3597.0,1179.0,1112.0,1104.0,1143.0,0.0
97.0,360000.0,1.0,1.0,1.0,43.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,3967.0,8322.0,3394.0,6451.0,26370.0,9956.0,8339.0,3394.0,12902.0,27000.0,0.0,68978.0,0.0
98.0,150000.0,1.0,1.0,2.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,86009.0,86108.0,89006.0,89775.0,87725.0,40788.0,4031.0,10006.0,3266.0,4040.0,1698.0,800.0,0.0
99.0,50000.0,2.0,3.0,1.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,18722.0,18160.0,16997.0,13150.0,8866.0,7899.0,1411.0,1194.0,379.0,281.0,321.0,197.0,0.0
100.0,20000.0,1.0,2.0,1.0,38.0,0.0,0.0,0.0,0.0,0.0,-1.0,17973.0,19367.0,19559.0,18240.0,17928.0,150.0,1699.0,1460.0,626.0,1750.0,150.0,0.0,1.0
101.0,140000.0,1.0,1.0,2.0,32.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,672.0,10212.0,850.0,415.0,100.0,1430.0,10212.0,850.0,415.0,100.0,1430.0,0.0,0.0
102.0,380000.0,2.0,1.0,2.0,30.0,-2.0,-2.0,-1.0,0.0,0.0,0.0,-81.0,-303.0,32475.0,32891.0,33564.0,34056.0,223.0,33178.0,1171.0,1197.0,1250.0,5000.0,0.0
103.0,480000.0,1.0,1.0,1.0,63.0,0.0,0.0,0.0,2.0,2.0,0.0,422069.0,431342.0,479432.0,487066.0,471145.0,469961.0,16078.0,55693.0,17000.0,0.0,18000.0,24200.0,0.0
104.0,50000.0,2.0,3.0,2.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,44698.0,42254.0,38347.0,32496.0,23477.0,24094.0,1767.0,1362.0,1002.0,840.0,995.0,904.0,1.0
105.0,60000.0,2.0,2.0,2.0,26.0,2.0,2.0,2.0,2.0,2.0,0.0,56685.0,55208.0,59175.0,60218.0,55447.0,55305.0,0.0,5000.0,2511.0,6.0,3000.0,3000.0,0.0
106.0,70000.0,2.0,2.0,2.0,24.0,-1.0,-1.0,-2.0,-2.0,-2.0,-1.0,5580.0,0.0,0.0,0.0,0.0,26529.0,0.0,0.0,0.0,0.0,26529.0,2000.0,0.0
107.0,80000.0,2.0,2.0,1.0,36.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,6108.0,2861.0,3277.0,3319.0,1150.0,1150.0,2861.0,3279.0,3319.0,1150.0,1150.0,1035.0,0.0
108.0,350000.0,1.0,1.0,2.0,52.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,713.0,2272.0,722.0,867.0,1150.0,5263.0,2272.0,722.0,867.0,1150.0,5263.0,5011.0,0.0
109.0,130000.0,1.0,2.0,2.0,38.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,171438.0,178382.0,39940.0,120483.0,44127.0,126568.0,10908.0,0.0,133657.0,4566.0,133841.0,4796.0,0.0
110.0,360000.0,1.0,2.0,1.0,35.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-103.0,-103.0,-103.0,-103.0,-103.0,-103.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111.0,330000.0,2.0,1.0,1.0,31.0,0.0,0.0,2.0,0.0,0.0,0.0,105879.0,108431.0,110839.0,113053.0,115267.0,117625.0,4500.0,4000.0,4000.0,4200.0,4300.0,4500.0,0.0
112.0,20000.0,2.0,2.0,2.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,18630.0,19255.0,19742.0,18984.0,19339.0,19719.0,1300.0,1200.0,1000.0,1000.0,1000.0,1000.0,0.0
113.0,20000.0,2.0,2.0,2.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,18630.0,19255.0,19742.0,18984.0,19339.0,19719.0,1300.0,1200.0,1000.0,1000.0,1000.0,1000.0,0.0
114.0,270000.0,2.0,1.0,2.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,263896.0,265381.0,256664.0,249624.0,244799.0,240184.0,10000.0,12000.0,10000.0,9000.0,9000.0,8500.0,0.0
115.0,200000.0,2.0,2.0,1.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,191187.0,193387.0,195484.0,199834.0,203775.0,204546.0,8623.0,7166.0,7356.0,7597.0,7645.0,7476.0,0.0
116.0,100000.0,2.0,2.0,1.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,98045.0,99581.0,101897.0,96848.0,98875.0,100835.0,4500.0,5000.0,4000.0,4000.0,4000.0,4000.0,0.0
117.0,20000.0,2.0,2.0,2.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,17045.0,17868.0,18737.0,19385.0,19779.0,19530.0,1300.0,1200.0,1000.0,1000.0,1000.0,1000.0,0.0
118.0,120000.0,2.0,2.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,116355.0,117857.0,119943.0,122352.0,124733.0,127332.0,4213.0,4307.0,4400.0,4500.0,4600.0,4600.0,0.0
119.0,10000.0,2.0,2.0,2.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,8010.0,8934.0,9949.0,9723.0,9918.0,10108.0,1100.0,1200.0,1000.0,500.0,500.0,1000.0,0.0
120.0,180000.0,2.0,2.0,2.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,17295.0,18143.0,19185.0,19517.0,20028.0,20433.0,1400.0,1400.0,1400.0,1400.0,1400.0,1400.0,0.0
121.0,120000.0,2.0,2.0,1.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,116793.0,119025.0,121317.0,123853.0,126181.0,128759.0,4300.0,4500.0,4600.0,4600.0,4800.0,4800.0,0.0
